name,sub,Direction
ANPEP,AE_TUO9O5_2,0.06322827935218811
AOC3,AE_TUO9O5_2,-0.010210803709924221
APOL4,AE_TUO9O5_2,0.0014781021745875476
BLVRA,AE_TUO9O5_2,0.0035300806630402803
BTBD19,AE_TUO9O5_2,0.0002115241513820365
CRLF1,AE_TUO9O5_2,-0.0006101518520154059
CXCL11,AE_TUO9O5_2,0.0015075496630743144
CYP2E1,AE_TUO9O5_2,-0.0005139008280821145
DSEL,AE_TUO9O5_2,0.004897285252809525
EFS,AE_TUO9O5_2,-0.0010210622567683456
GBP1,AE_TUO9O5_2,0.013362368568778038
GBP4,AE_TUO9O5_2,0.017785968258976936
GCAT,AE_TUO9O5_2,-0.001023300690576434
GIT2,AE_TUO9O5_2,0.01855846680700779
GPR82,AE_TUO9O5_2,0.00018826365703716874
HAVCR1,AE_TUO9O5_2,0.010608541779220104
HSPA7,AE_TUO9O5_2,0.0007498283521272242
ILDR2,AE_TUO9O5_2,0.0003858163836412132
JUN,AE_TUO9O5_2,-0.04069582000374794
KIAA1324,AE_TUO9O5_2,0.0004161256365478039
KIF12,AE_TUO9O5_2,0.005888950545340776
LOC284749,AE_TUO9O5_2,0.00045882989070378244
LOC400759,AE_TUO9O5_2,0.0002607468049973249
MAEL,AE_TUO9O5_2,0.0002554423990659416
MGAT3,AE_TUO9O5_2,-0.0035671002697199587
MMRN1,AE_TUO9O5_2,-0.005004214122891426
MT1X,AE_TUO9O5_2,-0.01484137214720249
MYOM3,AE_TUO9O5_2,0.007959944196045399
NALCN,AE_TUO9O5_2,-0.0008181581506505609
NYX,AE_TUO9O5_2,0.00023025408154353502
PATL2,AE_TUO9O5_2,0.00013854021381121132
PMS2L4,AE_TUO9O5_2,0.00027969240909442306
REG1A,AE_TUO9O5_2,0.024618493393063545
RGN,AE_TUO9O5_2,-0.0029922479297965765
SAMD9L,AE_TUO9O5_2,0.005777178332209587
SCAND3,AE_TUO9O5_2,0.0005454999045468867
SCN7A,AE_TUO9O5_2,-0.00045782726374454807
SEMA3E,AE_TUO9O5_2,-0.0002847813011612743
SIK1,AE_TUO9O5_2,-0.01406184397637844
SLC16A4,AE_TUO9O5_2,0.014758018776774406
SOCS3,AE_TUO9O5_2,-0.022378113120794296
STX1B,AE_TUO9O5_2,0.00025180858210660517
TCF19,AE_TUO9O5_2,0.00335133820772171
THPO,AE_TUO9O5_2,0.0006132590351626277
UBA5,AE_TUO9O5_2,0.006602116860449314
WNK2,AE_TUO9O5_2,-0.0008209544466808437
C16orf13,AE_TUO9O5_3,0.003824261948466301
C19orf33,AE_TUO9O5_3,0.0038683689199388023
C21orf63,AE_TUO9O5_3,0.0015103607438504696
CEBPD,AE_TUO9O5_3,0.007733539678156377
CIRBP,AE_TUO9O5_3,0.014942627400159838
EFNA1,AE_TUO9O5_3,0.00912771187722683
FAM128B,AE_TUO9O5_3,0.005309526342898607
FAU,AE_TUO9O5_3,0.017921792343258858
IHH,AE_TUO9O5_3,-0.0006240051006898284
LSR,AE_TUO9O5_3,0.003706727409735322
MAGED4,AE_TUO9O5_3,0.0004410397668834776
NDN,AE_TUO9O5_3,0.0027938925195485353
NME3,AE_TUO9O5_3,0.0018659456400200727
PCDHB9,AE_TUO9O5_3,0.00096051674336195
POLE4,AE_TUO9O5_3,0.0010494714369997382
PON3,AE_TUO9O5_3,-0.00024716410553082824
PRPH,AE_TUO9O5_3,0.00044514104956760997
PRSS16,AE_TUO9O5_3,0.0013039079494774342
PSMC3IP,AE_TUO9O5_3,0.00018603297939989719
RPL13,AE_TUO9O5_3,0.056301604956388474
RPL23,AE_TUO9O5_3,0.02962715551257133
RPL29,AE_TUO9O5_3,0.020034361630678173
RPLP2,AE_TUO9O5_3,0.026289183646440503
RPP21,AE_TUO9O5_3,0.0005985964671708642
RPS2,AE_TUO9O5_3,0.03404312953352928
RSL24D1,AE_TUO9O5_3,0.006357327569276094
SNHG5,AE_TUO9O5_3,0.008538094349205494
USE1,AE_TUO9O5_3,0.001215356052853167
C7orf49,AE_TUO9O5_4,0.0040794359520077705
P4HA2,AE_TUO9O5_4,0.01307654194533825
PLEKHA8,AE_TUO9O5_4,0.00038849675911478704
TRIM14,AE_TUO9O5_4,0.00552978552877903
USP5,AE_TUO9O5_4,0.006551901809871197
ADAMTS16,AE_TUO9O5_5,0.0020738737657666206
ALDH8A1,AE_TUO9O5_5,0.007948242127895355
ALPL,AE_TUO9O5_5,-0.013024242594838142
ARRDC3,AE_TUO9O5_5,-0.036674275994300835
ATP10A,AE_TUO9O5_5,0.0015060388250276446
C20orf103,AE_TUO9O5_5,0.00044534145854413515
C4orf39,AE_TUO9O5_5,-0.00020946055883541703
C6orf186,AE_TUO9O5_5,0.00018681892834138125
CCL23,AE_TUO9O5_5,0.00012139121827203779
CCL4L2,AE_TUO9O5_5,0.0010581706883385775
CD200R1,AE_TUO9O5_5,0.000444037257693708
CD8B,AE_TUO9O5_5,0.0013348028296604753
CDH3,AE_TUO9O5_5,0.0029651515651494265
CLEC10A,AE_TUO9O5_5,0.0011917209485545757
CMAH,AE_TUO9O5_5,0.001506551168859005
COLEC10,AE_TUO9O5_5,0.0001500301150372252
COMP,AE_TUO9O5_5,0.0024584822822362185
CRIP3,AE_TUO9O5_5,-0.00023357007012236866
CXCR7,AE_TUO9O5_5,-0.012608914636075495
DAZ1,AE_TUO9O5_5,-0.0005815234617330134
DHRS2,AE_TUO9O5_5,-0.00224753562361002
DLL4,AE_TUO9O5_5,-0.014957301318645476
DYNLRB2,AE_TUO9O5_5,0.00010261932038702072
ELFN1,AE_TUO9O5_5,-0.001400534762069583
EOMES,AE_TUO9O5_5,0.0009018999990075828
FGF5,AE_TUO9O5_5,-0.00031307831523008645
GCM1,AE_TUO9O5_5,0.0002550815115682781
GDA,AE_TUO9O5_5,0.010305093601346016
GJD3,AE_TUO9O5_5,0.0006795020308345556
HES1,AE_TUO9O5_5,-0.010364198125898838
HES2,AE_TUO9O5_5,-0.00032148731406778097
HIGD1B,AE_TUO9O5_5,-0.0004953838069923222
HIST1H2BG,AE_TUO9O5_5,-0.00010344368638470768
HLA-DQA2,AE_TUO9O5_5,0.008145008236169815
HOXD9,AE_TUO9O5_5,-0.003090319689363241
IGF1,AE_TUO9O5_5,0.0013289522612467408
INHBB,AE_TUO9O5_5,-0.019038163125514984
KLHDC7B,AE_TUO9O5_5,0.0009861375438049436
LOC442421,AE_TUO9O5_5,-9.39429082791321e-05
MMRN1,AE_TUO9O5_5,-0.005465210881084204
MSX1,AE_TUO9O5_5,-0.0004389896639622748
NELL2,AE_TUO9O5_5,0.0007077015470713378
NKD2,AE_TUO9O5_5,-0.0011771502904593945
NRARP,AE_TUO9O5_5,-0.003362582065165043
NYX,AE_TUO9O5_5,0.0001938651112141088
PCDHB9,AE_TUO9O5_5,-0.0010679836850613356
PEMT,AE_TUO9O5_5,-0.0022623494733124967
RASD2,AE_TUO9O5_5,-0.0014069367898628116
SLC16A14,AE_TUO9O5_5,-0.0008930174517445265
SLC2A14,AE_TUO9O5_5,-0.0004558257933240384
SLC2A3,AE_TUO9O5_5,-0.022401569411158558
SNHG5,AE_TUO9O5_5,-0.00992350373417139
SOX7,AE_TUO9O5_5,-0.002741097472608089
SPATA17,AE_TUO9O5_5,0.00019046060333494097
STC1,AE_TUO9O5_5,-0.030404660850763317
TCF15,AE_TUO9O5_5,-0.00018546706996858117
TMEM108,AE_TUO9O5_5,-0.00014972257486078888
TMEM45A,AE_TUO9O5_5,0.007147544994950295
TNFRSF9,AE_TUO9O5_5,0.0007829490350559354
UNC5D,AE_TUO9O5_5,0.0008437054348178207
WFDC2,AE_TUO9O5_5,0.03084829449653625
WNK2,AE_TUO9O5_5,-0.0008418402285315096
ZBTB16,AE_TUO9O5_5,0.0026624314486980443
ZNF667,AE_TUO9O5_5,0.0004818145243916661
CD40LG,AE_TUO9O5_6,-0.0003653726598713547
FSTL4,AE_TUO9O5_6,0.0011229242663830519
GNG2,AE_TUO9O5_6,-0.004618043545633554
IRF8,AE_TUO9O5_6,-0.003742781700566411
LTF,AE_TUO9O5_6,-0.11191583424806596
MEF2C,AE_TUO9O5_6,-0.014454112388193609
MSX1,AE_TUO9O5_6,-0.0006600207998417318
STK32A,AE_TUO9O5_6,0.0003953049308620393
STS,AE_TUO9O5_6,-0.0075335707515478125
C7orf49,AE_TUO9O5_7,0.004226829390972853
P4HA2,AE_TUO9O5_7,0.013972853310406208
TRIM14,AE_TUO9O5_7,0.006072576623409986
BDH2,AE_TUO9O5_8,-0.011992198415100573
C11orf93,AE_TUO9O5_8,-0.0006275929044932128
CCDC114,AE_TUO9O5_8,-9.202938235830517e-05
HINT2,AE_TUO9O5_8,-0.002424494596198201
HOXC9,AE_TUO9O5_8,-0.0008250292157754303
IL1RL2,AE_TUO9O5_8,-0.000625359476543963
LOC147727,AE_TUO9O5_8,-0.0037359655834734436
WWOX,AE_TUO9O5_8,-0.0018723943503573535
ZNF483,AE_TUO9O5_8,-0.00033648894168436527
C7orf49,AE_TUO9O5_9,0.003956445958465339
TRIM14,AE_TUO9O5_9,0.0055477903224527845
C7orf49,AE_TUO9O5_10,0.004761236719787121
C7orf49,AE_TUO9O5_11,0.004418930970132351
TRIM14,AE_TUO9O5_11,0.0062848362140357494
ABCC9,AE_TUO9O5_12,0.006984780542552471
ADAMTS12,AE_TUO9O5_12,0.0008654354023747146
ADAMTS4,AE_TUO9O5_12,0.015118682757019997
ADD2,AE_TUO9O5_12,0.0004444064979907125
AMIGO1,AE_TUO9O5_12,-0.0019222631817683573
APCDD1L,AE_TUO9O5_12,0.003331781830638647
BPI,AE_TUO9O5_12,0.00029186261235736316
BTBD16,AE_TUO9O5_12,0.0004947453271597624
C12orf56,AE_TUO9O5_12,0.00026827616966329515
C14orf176,AE_TUO9O5_12,8.097216777969152e-05
C19orf33,AE_TUO9O5_12,0.004605016205459833
C20orf103,AE_TUO9O5_12,0.00041847466491162777
CCDC102B,AE_TUO9O5_12,0.0015005163149908185
CCDC91,AE_TUO9O5_12,0.007977986708283423
CD163L1,AE_TUO9O5_12,0.0010880714980885386
CLEC11A,AE_TUO9O5_12,0.0013492715079337358
COL10A1,AE_TUO9O5_12,0.0011507372837513685
COL1A2,AE_TUO9O5_12,0.13442674279212952
COL22A1,AE_TUO9O5_12,0.0012094517005607484
COL3A1,AE_TUO9O5_12,0.12839432060718536
COL5A3,AE_TUO9O5_12,0.00524477381259203
COL6A3,AE_TUO9O5_12,0.03326259553432465
COMP,AE_TUO9O5_12,0.002460407093167305
CPA4,AE_TUO9O5_12,0.002571538556367159
CPE,AE_TUO9O5_12,0.05102112144231796
CYP46A1,AE_TUO9O5_12,0.00024249986745417118
DAZ1,AE_TUO9O5_12,0.0005233687697909771
DLX5,AE_TUO9O5_12,0.00032916874624788767
F13A1,AE_TUO9O5_12,0.0137849198654294
F2R,AE_TUO9O5_12,0.0176162738353014
FABP5,AE_TUO9O5_12,0.0005524843581952156
FGF14,AE_TUO9O5_12,0.0006739165401086211
FHL3,AE_TUO9O5_12,0.0017284670611843467
GAD1,AE_TUO9O5_12,0.0009029616485349834
GPR64,AE_TUO9O5_12,0.00817881431430578
H19,AE_TUO9O5_12,0.14211033284664154
HES2,AE_TUO9O5_12,0.0003550624824129045
IFITM1,AE_TUO9O5_12,0.024916419759392742
KCNQ3,AE_TUO9O5_12,0.0002131952642230317
KIAA1409,AE_TUO9O5_12,0.00012580762268044055
LOC730101,AE_TUO9O5_12,-0.0014078178210183976
LPPR4,AE_TUO9O5_12,0.0009499297011643648
LRP1B,AE_TUO9O5_12,0.0005364801618270576
LY6H,AE_TUO9O5_12,0.00028933488647453487
MAGED4B,AE_TUO9O5_12,0.0015714787878096106
MAGED4,AE_TUO9O5_12,0.0005664493655785918
MAGEL2,AE_TUO9O5_12,0.00017542757268529385
MCHR1,AE_TUO9O5_12,0.003878834191709757
MEFV,AE_TUO9O5_12,0.0002440583193674684
MEST,AE_TUO9O5_12,0.005066240206360817
MT1X,AE_TUO9O5_12,0.01590700075030327
MT2A,AE_TUO9O5_12,0.039521045982837684
MT3,AE_TUO9O5_12,0.005596171133220196
ODZ3,AE_TUO9O5_12,0.001909557962790132
ODZ4,AE_TUO9O5_12,0.0026776872109621768
P2RY14,AE_TUO9O5_12,0.0009812996722757816
PCBP3,AE_TUO9O5_12,0.0010708724148571491
PCDH19,AE_TUO9O5_12,0.00016588949074503034
PCDHA4,AE_TUO9O5_12,0.0016618955414742231
PCDHB7,AE_TUO9O5_12,0.0012242168886587026
PCDHB9,AE_TUO9O5_12,0.001154003432020545
PCDHGA3,AE_TUO9O5_12,0.00034224477712996304
PCOLCE,AE_TUO9O5_12,0.005580204539000988
PDGFRL,AE_TUO9O5_12,0.0010377602884545922
PLP2,AE_TUO9O5_12,0.008839375339448452
PNPO,AE_TUO9O5_12,-0.0052505466155707845
PPM1N,AE_TUO9O5_12,0.0001014680092339404
PRIMA1,AE_TUO9O5_12,0.008036929182708262
PRR16,AE_TUO9O5_12,0.0003743457200471312
S100A8,AE_TUO9O5_12,0.002218317473307252
SERPINE1,AE_TUO9O5_12,0.0823354572057724
SLC6A18,AE_TUO9O5_12,-0.006201872602105141
SNHG3-RCC1,AE_TUO9O5_12,0.0009077846771106123
SPDYE3,AE_TUO9O5_12,-0.00042523647425696254
STC1,AE_TUO9O5_12,0.032372307032346725
STON1-GTF2A1L,AE_TUO9O5_12,0.0002206502394983545
TMEM44,AE_TUO9O5_12,0.002519869711250067
TMEM90A,AE_TUO9O5_12,7.484263187507166e-05
TNNI3K,AE_TUO9O5_12,0.00029355043079704046
ZNF615,AE_TUO9O5_12,0.0017892700852826238
APOL2,AE_WIJYB9_0,-0.01624765805900097
BPI,AE_WIJYB9_0,-0.0002423762489343062
C11orf75,AE_WIJYB9_0,-0.0034341644495725627
C12orf72,AE_WIJYB9_0,-0.00039714633021503687
C1orf74,AE_WIJYB9_0,-0.00032595908851362765
COMP,AE_WIJYB9_0,0.0031942843925207853
CRIP3,AE_WIJYB9_0,0.00025429893867112696
ESPNL,AE_WIJYB9_0,-0.00021508852660190314
FAM196B,AE_WIJYB9_0,-0.0006949877715669572
FAM84A,AE_WIJYB9_0,-0.002673232462257147
FRMD4A,AE_WIJYB9_0,-0.004979741293936968
GAD1,AE_WIJYB9_0,-0.001031432650052011
HLA-DQA2,AE_WIJYB9_0,-0.00873134657740593
ISPD,AE_WIJYB9_0,-0.0007660671835765243
KRT19,AE_WIJYB9_0,-0.048791252076625824
LOC147727,AE_WIJYB9_0,-0.0030739011708647013
MGAT3,AE_WIJYB9_0,-0.004061267711222172
MGC16121,AE_WIJYB9_0,-0.0001935797336045653
MPL,AE_WIJYB9_0,-0.0001316659472649917
NTS,AE_WIJYB9_0,-0.0007484095403924584
ODZ4,AE_WIJYB9_0,-0.002530372235924005
OR2A9P,AE_WIJYB9_0,-0.0014877940993756054
PDK3,AE_WIJYB9_0,-0.001265845843590796
PEMT,AE_WIJYB9_0,-0.0023365258239209648
PMS2L4,AE_WIJYB9_0,-0.0002867452858481556
SEMA3E,AE_WIJYB9_0,0.00032162913703359663
SERPINA6,AE_WIJYB9_0,-0.004443473182618618
SLC16A14,AE_WIJYB9_0,-0.0010682116262614727
TNNI3K,AE_WIJYB9_0,-0.00043223417014814913
TTC18,AE_WIJYB9_0,-0.0006042114109732211
ZNF879,AE_WIJYB9_0,-0.0004416254232637584
ADAMTS16,AE_WIJYB9_1,0.0027249676641076803
AK3L1,AE_WIJYB9_1,0.00834405142813921
ANPEP,AE_WIJYB9_1,0.09884808212518692
ATP10A,AE_WIJYB9_1,0.0022042705677449703
BTBD19,AE_WIJYB9_1,0.00028465810464695096
C12orf56,AE_WIJYB9_1,0.00033490400528535247
C6orf186,AE_WIJYB9_1,0.0002833993930835277
CACHD1,AE_WIJYB9_1,0.002601688960567117
CAMK2G,AE_WIJYB9_1,0.003526599379256368
CCDC80,AE_WIJYB9_1,0.01610719971358776
CCL23,AE_WIJYB9_1,0.00016010375111363828
CLEC10A,AE_WIJYB9_1,0.0015182666247710586
CMAH,AE_WIJYB9_1,0.0022864618804305788
DGKG,AE_WIJYB9_1,0.0007322567398659885
DMGDH,AE_WIJYB9_1,0.013934975489974022
EID3,AE_WIJYB9_1,0.00021912022202741355
EMID1,AE_WIJYB9_1,0.0014252745313569903
FRMD1,AE_WIJYB9_1,0.0007735395338386298
GATA5,AE_WIJYB9_1,0.0002926700981333852
GDA,AE_WIJYB9_1,0.011852305382490158
GJB1,AE_WIJYB9_1,0.004104043357074261
GJD3,AE_WIJYB9_1,0.0008907514857128261
HSPA6,AE_WIJYB9_1,0.001156043726950884
IGF1,AE_WIJYB9_1,0.0019350514048710465
ILDR2,AE_WIJYB9_1,0.0006669436697848141
KYNU,AE_WIJYB9_1,0.0013986489502713086
LTF,AE_WIJYB9_1,0.08951222896575928
MAEL,AE_WIJYB9_1,0.0002975036622956395
MAP1LC3C,AE_WIJYB9_1,0.00015466543845832348
MME,AE_WIJYB9_1,0.04448134079575538
MYOM3,AE_WIJYB9_1,0.011867247521877287
NFASC,AE_WIJYB9_1,0.013530766591429709
PATL2,AE_WIJYB9_1,0.00018368262681178749
SCUBE3,AE_WIJYB9_1,0.0011918373638764026
SLC16A4,AE_WIJYB9_1,0.018432462587952614
STK32A,AE_WIJYB9_1,0.0003498788282740861
STX1B,AE_WIJYB9_1,0.00034613057505339384
TACR2,AE_WIJYB9_1,7.102623203536497e-05
TNNI3K,AE_WIJYB9_1,0.0003458498395048082
TRIM14,AE_WIJYB9_1,0.006555575877428055
TRPM3,AE_WIJYB9_1,0.002423531142994761
ZNF804A,AE_WIJYB9_1,0.00022704892035108062
ABHD4,AE_WIJYB9_2,-0.004516295157372952
ACSM5,AE_WIJYB9_2,0.006038355641067028
ADD2,AE_WIJYB9_2,0.0004861757333856076
BTBD19,AE_WIJYB9_2,0.00026327851810492575
C1orf103,AE_WIJYB9_2,-0.00199835654348135
C6orf192,AE_WIJYB9_2,-0.0018508215434849267
CCDC19,AE_WIJYB9_2,-0.00010484904487384483
CDH3,AE_WIJYB9_2,-0.003445545444265008
CECR7,AE_WIJYB9_2,-0.0003141972993034869
COL9A2,AE_WIJYB9_2,-0.0027618929743766785
DUSP5,AE_WIJYB9_2,-0.00771557865664363
HOXC9,AE_WIJYB9_2,-0.000592963129747659
IL6,AE_WIJYB9_2,-0.0033643583301454787
KCNQ3,AE_WIJYB9_2,0.00021995327551849184
KGFLP1,AE_WIJYB9_2,-0.00011707741941791028
KIAA1804,AE_WIJYB9_2,-0.003982959780842066
LRRFIP1,AE_WIJYB9_2,-0.015530815348029137
NYX,AE_WIJYB9_2,0.00018086915952153504
OR2A9P,AE_WIJYB9_2,-0.0012893404345959425
PCBP3,AE_WIJYB9_2,-0.0012291711755096912
PCDHA10,AE_WIJYB9_2,-0.0024612697307020426
PCDHA4,AE_WIJYB9_2,-0.0015609725378453732
PCDHGA1,AE_WIJYB9_2,0.0002881184336729348
PCDHGA3,AE_WIJYB9_2,-0.00030112892272882164
PCSK6,AE_WIJYB9_2,-0.026938656345009804
PDE6G,AE_WIJYB9_2,-0.0002674219431355596
PRKY,AE_WIJYB9_2,-0.0005934704095125197
SOCS1,AE_WIJYB9_2,-0.0009512017713859676
SORCS2,AE_WIJYB9_2,-0.004999866709113121
TNFRSF11A,AE_WIJYB9_2,0.00027001570560969407
ZDHHC15,AE_WIJYB9_2,-0.0007194922654889523
DHX37,AE_WIJYB9_3,0.002984736813232303
EFCAB4A,AE_WIJYB9_3,0.0016146411653608086
EXOC3,AE_WIJYB9_3,0.01663200557231903
GLB1L2,AE_WIJYB9_3,0.00740984734147787
ID2,AE_WIJYB9_3,0.021662605926394463
LOC100132111,AE_WIJYB9_3,0.0001621083210920915
NAGA,AE_WIJYB9_3,0.006948596797883511
PMS2L1,AE_WIJYB9_3,0.0013806690694764256
SPDYE3,AE_WIJYB9_3,0.0004948370042257012
THNSL2,AE_WIJYB9_3,0.008009702898561954
TMEM64,AE_WIJYB9_3,0.006511058658361435
UBXN10,AE_WIJYB9_3,0.0024721422232687478
USP5,AE_WIJYB9_3,0.009462662041187286
AHNAK,AE_WIJYB9_4,0.23718082904815674
ASAH2,AE_WIJYB9_4,6.791693886043504e-05
CDKL5,AE_WIJYB9_4,0.0009524550987407564
COLEC10,AE_WIJYB9_4,-0.00017221926827915013
EPPK1,AE_WIJYB9_4,0.002193438122048974
HSPA7,AE_WIJYB9_4,-0.0008375979377888143
IGSF9,AE_WIJYB9_4,0.00038489274447783833
KCNC3,AE_WIJYB9_4,0.0023804479278624053
KGFLP1,AE_WIJYB9_4,0.00015130032261367887
KIAA1683,AE_WIJYB9_4,0.0004998576478101313
MTMR4,AE_WIJYB9_4,0.0040751928463578216
MYLK4,AE_WIJYB9_4,0.002546732546761632
PCDHGB1,AE_WIJYB9_4,0.002061092760413885
PEG10,AE_WIJYB9_4,0.007458879146724939
PIK3C2A,AE_WIJYB9_4,0.010727849788963795
PRIMA1,AE_WIJYB9_4,0.0077791991643607625
S100A1,AE_WIJYB9_4,-0.015751933678984642
SDC1,AE_WIJYB9_4,0.04485585913062096
SMAD6,AE_WIJYB9_4,0.001444298424758017
ST8SIA6,AE_WIJYB9_4,0.0009243298554793
ZBTB20,AE_WIJYB9_4,0.00043405353790149087
ZNF793,AE_WIJYB9_4,0.0006216902402229607
ARAP2,AE_WIJYB9_5,0.0021736377384513612
C16orf13,AE_WIJYB9_5,-0.005591884721070528
CEBPD,AE_WIJYB9_5,-0.00851514097303152
CORO2A,AE_WIJYB9_5,0.000906716741155833
DHRS2,AE_WIJYB9_5,0.002139650285243988
DSEL,AE_WIJYB9_5,0.004801337141543628
EFNA1,AE_WIJYB9_5,-0.011730767786502838
FAU,AE_WIJYB9_5,-0.021719910204410556
FSTL4,AE_WIJYB9_5,0.0008664393681101501
HIVEP3,AE_WIJYB9_5,0.000858324347063899
HMGA1,AE_WIJYB9_5,0.003684829454869032
IHH,AE_WIJYB9_5,-0.0006570605910383165
JUN,AE_WIJYB9_5,-0.03795598819851875
KIAA1324,AE_WIJYB9_5,0.00039322857628576463
LOC100132111,AE_WIJYB9_5,0.00011179127614013852
MED12L,AE_WIJYB9_5,8.622624591225758e-05
MT2A,AE_WIJYB9_5,-0.03586648777127266
MT3,AE_WIJYB9_5,-0.004706906620413065
NBPF14,AE_WIJYB9_5,0.0014747257810086012
NDN,AE_WIJYB9_5,-0.003317231545224786
NME3,AE_WIJYB9_5,-0.0026008449494838715
PCDHA10,AE_WIJYB9_5,-0.002431369386613369
RAB27B,AE_WIJYB9_5,0.00034329795744270086
RNF157,AE_WIJYB9_5,0.002402540296316147
RPL13,AE_WIJYB9_5,-0.07024203985929489
RPL29,AE_WIJYB9_5,-0.023090478032827374
RPL9,AE_WIJYB9_5,-0.009215586818754671
RPLP2,AE_WIJYB9_5,-0.03145598620176315
RPS2,AE_WIJYB9_5,-0.04332917183637619
SNHG5,AE_WIJYB9_5,-0.008698658086359501
SOCS3,AE_WIJYB9_5,-0.022225413471460342
STAC,AE_WIJYB9_5,0.0005787310074083508
SULT1A1,AE_WIJYB9_5,-0.002721714787185192
TMEM229B,AE_WIJYB9_5,0.00097420351812616
USE1,AE_WIJYB9_5,-0.0013119379291310904
WISP2,AE_WIJYB9_5,-0.0019598081707954407
YBX2,AE_WIJYB9_5,-0.00045152561506256467
ZNF483,AE_WIJYB9_5,0.0002420627133687958
ZNF880,AE_WIJYB9_5,0.0008766991086304188
ALPL,AE_WIJYB9_6,-0.0150386244058609
C4orf39,AE_WIJYB9_6,-0.00026379077462479467
ELFN1,AE_WIJYB9_6,-0.001446333946660161
FGF14,AE_WIJYB9_6,-0.000632298004347831
FICD,AE_WIJYB9_6,-0.00041192548815160984
FRAS1,AE_WIJYB9_6,-0.013878912664949894
GALNT5,AE_WIJYB9_6,0.0016510384157299993
GAS7,AE_WIJYB9_6,-0.0030888875480741267
