"gene","PID_ATF2_PATHWAY"
"UBTF",0
"CDCA7",0
"PPP2R2D",0
"TIMM50",0
"GFAP",0
"UTS2",0
"RSF1",0
"PPP2R2B",0
"SMOX",0
"CYB5A",0
"ALKBH3",0
"HLA-DMB",0
"HLA-DMA",0
"PCK2",0
"SPRED1",0
"SPRED2",0
"NPAS2",0
"PRL",0
"RELT",0
"GSS",0
"RELB",0
"RELA",0
"HDGF",0
"MRPL36",0
"MRPL37",0
"MRPL34",0
"MRPL35",0
"MRPL32",0
"MRPL33",0
"MRPL30",0
"ARG1",1
"PTH2R",0
"UBE2R2",0
"MRPL39",0
"THOC3",0
"THOC2",0
"THOC1",0
"THOC7",0
"THOC6",0
"THOC5",0
"THOC4",0
"HSD3B7",0
"WHSC1",0
"ATR",0
"MAVS",0
"WHSC2",0
"NUP88",0
"FOXP3",0
"IL10RA",0
"IL10RB",0
"NUP85",0
"COPS5",0
"ZNF596",0
"ZNF597",0
"ZNF595",0
"ZNF599",0
"TKT",0
"NLK",0
"FDFT1",0
"NUDT9",0
"IGF1",0
"DLD",0
"NUDT2",0
"NUDT5",0
"TK2",0
"TCF4",0
"CTBP2",0
"LARS",0
"MEF2C",0
"MEF2A",0
"RSL24D1",0
"SSB",0
"EPHX1",0
"EPHX2",0
"MFNG",0
"ZNF333",0
"ZNF331",0
"RPLP2",0
"RPLP1",0
"RPLP0",0
"EVL",0
"IPPK",0
"TRIO",0
"MTMR14",0
"UGDH",0
"CYP24A1",0
"MFN2",0
"TCP1",0
"ZNF33B",0
"ZNF33A",0
"MAD2L2",0
"MAD2L1",0
"SVIL",0
"TCEB3",0
"TCEB2",0
"TCEB1",0
"APOA1",0
"ST3GAL3",0
"ST3GAL2",0
"ST3GAL1",0
"ST3GAL6",0
"GALNS",0
"TJAP1",0
"SLC16A1",0
"SLC16A3",0
"SLC16A7",0
"CEP135",0
"ARHGAP30",0
"ARHGAP31",0
"ARHGAP32",0
"BCKDHB",0
"BCKDHA",0
"WIPF1",0
"DYNLL1",0
"LYVE1",0
"DYNLL2",0
"UQCRQ",0
"UQCRH",0
"UQCRB",0
"CACNA1H",0
"CACNA1A",0
"CACNA1C",0
"CACNA1D",0
"CACNA1E",0
"CACNA1F",0
"SYCP3",0
"ATP6V0D1",0
"LSS",0
"FLCN",0
"BMP8A",0
"BMP8B",0
"BGLAP",0
"SLC15A2",0
"SLC15A3",0
"SLC15A4",0
"KCNIP4",0
"PQBP1",0
"ACOX2",0
"SLBP",0
"RRAS2",0
"HIF1A",0
"SLC31A1",0
"ZFP90",0
"ZFP91",0
"RICTOR",0
"PPM1G",0
"THEM4",0
"PPM1B",0
"PPM1A",0
"EGR2",0
"C4BPA",0
"C4BPB",0
"EGR1",0
"PPM1J",0
"PJA1",0
"PJA2",0
"CHEK2",0
"CHEK1",0
"PRKAB2",0
"PRKAB1",0
"SIKE1",0
"PAX5",0
"PAX6",0
"PTPN2",0
"PTPN1",0
"PTPN7",0
"PAX8",0
"GINS2",0
"GINS1",0
"GINS4",0
"STUB1",0
"PTDSS1",0
"PTDSS2",0
"ALG10B",0
"ARRB2",0
"ARRB1",0
"CYP2S1",0
"CYBRD1",0
"ADORA1",0
"ADI1",0
"PSMA2",0
"PSMA3",0
"PSMA1",0
"PSMA6",0
"PSMA7",0
"PSMA4",0
"PSMA5",0
"C3",0
"C2",0
"PSMA8",0
"ZNF101",0
"C5",0
"FBXO45",0
"FBXO44",0
"MGLL",0
"EIF2C3",0
"EIF2C2",0
"RPS6KA3",0
"DET1",0
"CP",0
"NRBF2",0
"KCNJ2",0
"SFRP5",0
"AGPAT6",0
"AGPAT5",0
"AGPAT4",0
"AGPAT3",0
"AGPAT2",0
"AGPAT1",0
"COL1A1",0
"AGPAT9",0
"FOXO3",0
"GAL3ST1",0
"FOXO1",0
"FOXO4",0
"PEX10",0
"PEX13",0
"PEX12",0
"PEX14",0
"PEX16",0
"AP3B1",0
"AP3B2",0
"GIT2",0
"PPP1CB",0
"PPP1CC",0
"PPP1CA",0
"COL6A1",0
"COL6A3",0
"COL6A2",0
"SRP9",0
"OGG1",0
"HIF1AN",0
"SESN3",0
"SLC34A1",0
"NFKBIE",0
"BLNK",0
"ARHGDIA",0
"UBR2",0
"UBR1",0
"UBR5",0
"UBR4",0
"SOCS5",0
"SOCS4",0
"SOCS7",0
"SOCS6",0
"SOCS1",0
"SRPR",0
"SOCS3",1
"SOCS2",0
"PPP2CA",0
"PPP2CB",0
"CCNC",0
"CCNH",0
"PCM1",0
"IL1R2",0
"IL1R1",0
"JMY",0
"LRRK2",0
"COPE",0
"CRMP1",0
"TGFB1I1",0
"MRPL10",0
"MRPL11",0
"MRPL12",0
"MRPL13",0
"MRPL14",0
"MRPL15",0
"MRPL16",0
"MRPL17",0
"CDC25C",0
"MRPL19",0
"CDC25A",0
"UAP1",0
"RNF43",0
"RNF41",0
"ARPC4",0
"ITPR2",0
"ITPR3",0
"ITPR1",0
"IL1RN",0
"AMPH",0
"DEPTOR",0
"LRIG1",0
"AIFM2",0
"RNF125",0
"AIFM1",0
"RNF123",0
"IL17RB",0
"IL17RA",0
"LAP3",0
"POT1",0
"FFAR2",0
"MUC5B",0
"OPN3",0
"NCOR2",0
"NCOR1",0
"TEK",0
"SSPO",0
"TEC",0
"NBN",0
"NFKB1",0
"NFKB2",0
"SIAH1",0
"SIAH2",0
"PHLPP1",0
"DAPP1",0
"PIAS2",0
"PIAS3",0
"CTGF",0
"PIAS1",0
"PIAS4",0
"ZNF311",0
"ZNF317",0
"ZNF318",0
"P2RX1",0
"P2RX5",0
"P2RX4",0
"P2RX7",0
"P2RX6",0
"HADHB",0
"HADHA",0
"SAE1",0
"PLXNB3",0
"AP4M1",0
"VTI1B",0
"ALS2",0
"DIS3",0
"PIF1",0
"SDHA",0
"SDHC",0
"SDHB",0
"SDHD",0
"AP1M2",0
"AP1M1",0
"FKBP14",0
"L1CAM",0
"SMG5",0
"SMG7",0
"SMG6",0
"SMG1",0
"DLG4",0
"UQCRHL",0
"IGF1R",0
"LHB",0
"IFNG",1
"PCBP1",0
"GMIP",0
"ARHGAP17",0
"STARD8",0
"ARHGAP15",0
"ARHGAP12",0
"ARHGAP10",0
"STARD4",0
"ARHGAP19",0
"IL7R",0
"CHKA",0
"CHKB",0
"MRI1",0
"DST",0
"DSP",0
"TOMM5",0
"THBD",0
"DSE",0
"GSTO2",0
"GSTO1",0
"RING1",0
"TTC37",0
"HS3ST3B1",0
"PLEK",0
"MARCKS",0
"EEF1A1",0
"AUH",0
"CAPZA2",0
"CAPZA1",0
"GEMIN6",0
"GEMIN7",0
"GEMIN4",0
"LMO7",0
"ERBB2",0
"ZWINT",0
"SYN3",0
"CIR1",0
"LARS2",0
"DDX17",0
"PEX26",0
"DDX11",0
"GJB5",0
"DDX18",0
"GJB6",0
"GRIN3A",0
"GRIN3B",0
"PSMC1",0
"PSMC2",0
"PSMC3",0
"PSMC4",0
"PSMC5",0
"PSMC6",0
"KIF18A",0
"TRIP10",0
"TRIP12",0
"HLA-G",0
"ZNF564",0
"IFT172",0
"CERK",0
"RBM28",0
"DNAL4",0
"DNAL1",0
"GRHPR",0
"TMEM173",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"IARS2",0
"EIF3A",0
"EIF3B",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"FADD",0
"CDKN2B",0
"CDKN2C",0
"CDKN2A",0
"CDKN2D",0
"INPP5A",0
"INPP5B",0
"EDEM2",0
"EDEM3",0
"EDEM1",0
"NME1",0
"TAS1R3",0
"CCL2",0
"CCL3",0
"NFATC2",0
"NFATC3",0
"NFATC4",0
"CCL4",0
"CCL5",0
"AP2B1",0
"GTF2E1",0
"GFER",0
"RDBP",0
"CYP26B1",0
"PPP1R14B",0
"PPP1R14C",0
"PPP1R14A",0
"CD46",0
"PRIC285",0
"RALY",0
"SRRT",0
"FGFR1OP",0
"ALKBH2",0
"RALB",0
"RALA",0
"DNAJB9",0
"PVR",0
"ERCC6L",0
"AMDHD1",0
"AMDHD2",0
"DIDO1",0
"RAB23",0
"COL17A1",0
"GRIK1",0
"GRIK4",0
"GRIK5",0
"SGSH",0
"CALR",0
"ARPC1B",0
"PHB2",0
"MSH2",0
"MSH3",0
"MSH5",0
"MSH6",0
"TIMM8A",0
"COPA",0
"COPG",0
"NT5M",0
"HIST2H2AC",0
"NRIP1",0
"GSTP1",0
"VTI1A",0
"GPR132",0
"ATP6V1C2",0
"ATP6V1C1",0
"CHSY1",0
"TOMM7",0
"PPP1R3D",0
"PPP1R3B",0
"PNPLA2",0
"LUC7L3",0
"LUC7L2",0
"HAL",0
"TBXAS1",0
"SH3GLB1",0
"SH3GLB2",0
"CHERP",0
"EHHADH",0
"NME4",0
"NME6",0
"NME7",0
"INPP5D",0
"INPP5E",0
"NME2",0
"NME3",0
"INPP5J",0
"INPP5K",0
"ZNF37A",0
"CLSPN",0
"FGFR1",0
"EPB41",0
"SETD1A",0
"VPS37D",0
"VPS37C",0
"VPS37B",0
"VPS37A",0
"TIAM1",0
"TIAM2",0
"PNPLA8",0
"FOS",1
"ATG13",0
"ASB7",0
"ATG12",0
"PF4V1",0
"SEC14L2",0
"UPF2",0
"IL1B",0
"RBM8A",0
"CASK",0
"GPR83",0
"COMT",0
"WBP11",0
"GLCE",0
"ADAM28",0
"IL18",0
"IL10",0
"GSTM2",0
"GSTM3",0
"GSTM5",0
"LPAR2",0
"PINX1",0
"NOXA1",0
"DAD1",0
"RCHY1",0
"CBR3",0
"CPT1A",0
"CPT1C",0
"CPT1B",0
"MCM7",0
"MCM6",0
"MCM5",0
"MCM4",0
"MCM3",0
"MCM2",0
"DUSP16",0
"DUSP10",1
"MCM8",0
"SQSTM1",0
"AGFG1",0
"M6PR",0
"UBQLN1",0
"PKMYT1",0
"KIFAP3",0
"MS4A2",0
"MS4A1",0
"ZNF141",0
"ZNF140",0
"ZNF143",0
"DNTT",0
"CPT2",0
"DSC2",0
"PYGB",0
"COX8A",0
"PYGL",0
"MAGOH",0
"PFAS",0
"SOD2",0
"DDX3Y",0
"SOD1",0
"TMF1",0
"RANGAP1",0
"BAMBI",0
"KCNN4",0
"KCNN3",0
"PMS2",0
"MST1R",0
"GRIP1",0
"PTAFR",0
"GRIP2",0
"SLC19A2",0
"SLC19A1",0
"VDR",0
"NR3C2",0
"MIS12",0
"PIM1",0
"SLC35A1",0
"SLC35A2",0
"SLC35A3",0
"NXF1",0
"FAF1",0
"PGM1",0
"PGM2",0
"PGM3",0
"ABCB10",0
"SART1",0
"PMP22",0
"CDC27",0
"CDC26",0
"CDC23",0
"CDC20",0
"NUP153",0
"MAN1C1",0
"LIN54",0
"LIN52",0
"SORCS3",0
"RPL35A",0
"CARS2",0
"TNPO1",0
"NAGK",0
"MAPK3",1
"MAPK1",1
"MAPK6",0
"MAPK7",0
"MAPK8",1
"MAPK9",1
"SGPP2",0
"SGPP1",0
"WTAP",0
"ATP8A2",0
"ATP8A1",0
"BCOR",0
"BCAP31",0
"METTL3",0
"STAT5B",0
"STAT5A",0
"MED6",0
"EPB41L1",0
"UST",0
"SERPINA1",0
"NRAS",0
"PXN",0
"CABLES1",0
"CABLES2",0
"KIDINS220",0
"PACS1",0
"UPF3B",0
"UPF3A",0
"BRAF",0
"PDPK1",0
"P4HA2",0
"P4HA1",0
"ANP32A",0
"FDXR",0
"HPSE2",0
"ZFYVE16",0
"ALMS1",0
"TAZ",0
"MRPL54",0
"MRPL55",0
"MRPL50",0
"MRPL51",0
"MRPL52",0
"PRIM2",0
"GRSF1",0
"MUC16",0
"MUC12",0
"FKBP4",0
"OR52K1",0
"ANGPTL4",0
"RARS2",0
"MMP14",0
"RASGRP3",0
"MMP11",0
"RASGRP4",0
"GSTM4",0
"IL15",0
"MYO18A",0
"PPP1R1B",0
"NF2",0
"NF1",1
"GPAA1",0
"IL5RA",0
"KCNK17",0
"KCNK13",0
"NCAPD2",0
"BLM",0
"BLK",0
"HCK",0
"ZNF426",0
"ZNF425",0
"ZNF350",0
"ZNF420",0
"SIRPB1",0
"SRGAP1",0
"SRGAP3",0
"SRGAP2",0
"DLK1",0
"TSC2",0
"TSC1",0
"NEDD8",0
"P2RY14",0
"NEDD1",0
"SMC3",0
"SMC2",0
"NEDD4",0
"P2RY11",0
"P2RY12",0
"P2RY13",0
"LEPR",0
"LTA",0
"LTF",0
"ALG10",0
"ALG11",0
"ALG12",0
"ALG13",0
"ALG14",0
"BANF1",0
"LMOD1",0
"LTA4H",0
"GYG1",0
"PYGM",0
"SHISA5",0
"HNF1A",0
"GAS1",0
"COX11",0
"CBR1",0
"PTK2B",0
"DAB2",0
"HYOU1",0
"LOC728622",0
"CNOT4",0
"SC5DL",0
"RAB5A",0
"RAB5C",0
"RAB5B",0
"AMACR",0
"SLC41A1",0
"SLC41A2",0
"SCARB2",0
"SCARB1",0
"CSF1",0
"WNT7A",0
"ANXA1",0
"ERAP1",0
"RRAD",0
"EMR1",0
"EMR2",0
"EMR3",0
"DDX58",0
"ZNF160",0
"ZNF167",0
"DDX54",0
"GATM",0
"CDC42BPA",0
"TXNRD2",0
"COX6C",0
"TXNRD1",0
"BUB1",0
"RNPS1",0
"BUB3",0
"UBE2E1",0
"UBE2E3",0
"UBE2E2",0
"ADSSL1",0
"EGLN3",0
"EGLN2",0
"PLA2G16",0
"TP53BP2",0
"MYBPC3",0
"MYBPC2",0
"POU5F1",0
"PCNT",0
"HSD17B12",0
"CSF1R",0
"PRPF40B",0
"SPRY2",0
"SPRY1",0
"TRPC1",0
"TRPC6",0
"DUSP14",0
"FBXW8",0
"COASY",0
"TRIM33",0
"TNFSF14",0
"USF2",0
"USF1",0
"FBXO27",0
"SLC35C1",0
"GNB5",0
"GNB4",0
"GNB1",0
"GNB3",0
"GNB2",0
"TNFRSF6B",0
"TGFBR3",0
"GTF2A1",0
"GTF2A2",0
"C1D",0
"IQGAP1",0
"IQGAP2",0
"IQGAP3",0
"REC8",0
"NOD1",0
"NOD2",0
"HCLS1",0
"TRIM36",0
"ARNTL",0
"NDUFS8",0
"DYNC1H1",0
"TUBA4A",0
"CALD1",0
"CCNB3",0
"CCNB2",0
"CCNB1",0
"CSTF1",0
"CSTF3",0
"CSTF2",0
"COQ2",0
"POU2F2",0
"POU2F1",1
"PCCB",0
"PCCA",0
"CTSS",0
"PDE4A",0
"SERPINC1",0
"TPD52",0
"CLN5",0
"CLN3",0
"LIMA1",0
"TCF7L1",0
"TCF7L2",0
"RNF182",0
"BMPR2",0
"PNPO",0
"RBX1",0
"GBF1",0
"APBB1IP",0
"HRAS",0
"SKI",0
"C16orf80",0
"JMJD1C",0
"DDO",0
"DTNBP1",0
"LAMC3",0
"LAMC1",0
"GPHN",0
"GSTT1",0
"CDC14B",0
"CDC14A",0
"ATP6V1G2",0
"ATP6V1G1",0
"PPT2",0
"PDGFC",0
"INPP4A",0
"ZNF354A",0
"VARS2",0
"ERN1",0
"RPS26",0
"RPS27",0
"RPS24",0
"RPS25",0
"RPS23",0
"RPS20",0
"RPS21",0
"RPS28",0
"RPS29",0
"UCHL5",0
"CHMP1B",0
"UCHL1",0
"AGRN",0
"PREB",0
"COL13A1",0
"AIMP2",0
"AIMP1",0
"MDH2",0
"MDH1",0
"DDX3X",0
"PDE6B",0
"CBS",0
"SMARCA5",0
"TERT",0
"GPX4",0
"MYBBP1A",0
"FLNB",0
"CASP6",0
"CASP7",0
"CASP4",0
"CASP5",0
"CASP2",0
"CASP3",0
"CASP1",0
"DRD4",0
"CASP8",0
"FASLG",0
"PICALM",0
"DOLPP1",0
"GLG1",0
"AKT2",0
"AKT3",0
"UPB1",0
"MRC2",0
"ANAPC11",0
"ANAPC10",0
"ANAPC13",0
"PGAM2",0
"MYC",0
"MYB",0
"ENTPD6",0
"ENTPD5",0
"ENTPD4",0
"ENTPD2",0
"ENTPD1",0
"ALOX5",0
"SNAPC3",0
"SNAPC2",0
"SNAPC1",0
"SNAPC5",0
"SNAPC4",0
"TNFRSF10C",0
"TNFRSF10B",0
"HYAL2",0
"HYAL1",0
"TNFRSF10A",0
"SNAPIN",0
"SPC25",0
"SPC24",0
"TNFRSF10D",0
"DCTN2",0
"CSDA",0
"SRP14",0
"SRP19",0
"NPEPPS",0
"ODF2",0
"RAB7A",0
"GNPNAT1",0
"KIF3B",0
"KIF3C",0
"KIF3A",0
"HADH",0
"WNT5B",0
"NCF2",0
"NCF1",0
"NCF4",0
"STAMBP",0
"MUTYH",0
"HNRNPH1",0
"HNRNPH2",0
"MRPS35",0
"MRPS34",0
"MRPS36",0
"TBC1D4",0
"MRPS30",0
"MRPS33",0
"PTCH2",0
"TBXA2R",0
"SEL1L",0
"SNUPN",0
"UNC13B",0
"HNRNPUL1",0
"DEGS1",0
"DEGS2",0
"PAIP1",0
"TMSB4Y",0
"PCOLCE2",0
"CNTNAP1",0
"VHL",0
"CNTNAP2",0
"PAPSS1",0
"TXN",0
"PAPSS2",0
"TXK",0
"ZWILCH",0
"WARS2",0
"LSM10",0
"LSM11",0
"UBE2G2",0
"UBE2G1",0
"PRPF38A",0
"PRPF38B",0
"G3BP2",0
"OR2B6",0
"PDE6C",0
"IFNAR2",0
"IFNAR1",0
"SGPL1",0
"APBB1",0
"IRAK2",0
"IRAK1",0
"IRAK4",0
"DIAPH1",0
"DIAPH2",0
"DIAPH3",0
"WRN",0
"SMARCD3",0
"SMARCD1",0
"GATA6",0
"GATA2",0
"GATA3",0
"CCND1",1
"CCND3",0
"CCND2",0
"RILP",0
"CEP290",0
"TCF12",0
"TNKS",0
"RPS27L",0
"ACVR1B",0
"RPS27A",0
"GABBR1",0
"SERPINE1",0
"TNNT1",0
"HMMR",0
"PDLIM7",0
"FTL",0
"MCCC1",0
"TNK2",0
"ANPEP",0
"HES1",1
"HES6",0
"CAPNS1",0
"KLHL20",0
"CAPNS2",0
"THRB",0
"GABRR2",0
"SMS",0
"TAF13",0
"TAF12",0
"TAF11",0
"TAF10",0
"TRIM59",0
"POLB",0
"FH",0
"PSMD9",0
"POLL",0
"POLH",0
"NDUFV3",0
"NDUFV2",0
"NDUFV1",0
"LAMA2",0
"IL17B",0
"CYP51A1",0
"TAF1C",0
"TAF1B",0
"TAF1A",0
"F5",0
"F7",0
"F8",0
"GSTZ1",0
"ATP6V1E2",0
"HTR3A",0
"HS2ST1",0
"EI24",0
"SGMS2",0
"SGMS1",0
"MITF",0
"PRC1",0
"RPTOR",0
"ARPC3",0
"HMGCL",0
"ZNF649",0
"HSD17B1",0
"HSD17B3",0
"ZNF642",0
"ZNF643",0
"ZNF641",0
"ALDH3B2",0
"ALDH3B1",0
"TONSL",0
"NUP155",0
"RTN4",0
"ARPC2",0
"KPNB1",0
"HGS",0
"ABR",0
"HGF",0
"HGD",0
"PRMT5",0
"BACE1",0
"BACE2",0
"PARD3",0
"SLU7",0
"ZNF398",0
"ZNF468",0
"ZNF460",0
"PRCP",0
"ZNF394",0
"HUWE1",0
"ARAF",0
"PKP2",0
"NUDT21",0
"PEBP1",0
"IFT57",0
"CEP192",0
"LPP",0
"TNFRSF21",0
"LPL",0
"TNFRSF25",0
"AARS2",0
"C1QC",0
"C1QB",0
"C1QA",0
"MAMLD1",0
"WFS1",0
"ELMO1",0
"ELMO2",0
"ITGB3",0
"NOS3",0
"SLC29A3",0
"SLC29A2",0
"SLC29A1",0
"ADORA2A",0
"ADORA2B",0
"TIRAP",0
"ARHGAP18",0
"CSK",0
"JAM3",0
"CNOT10",0
"MRAS",0
"GALNT9",0
"GALNT6",0
"GALNT7",0
"GALNT1",0
"GALNT2",0
"GALNT3",0
"CD74",0
"CD70",0
"CD72",0
"CLOCK",0
"RFC5",0
"RFC4",0
"NOXO1",0
"RFC1",0
"RFC3",0
"RFC2",0
"SH3BP5",0
"KIF11",0
"SH3BP2",0
"CBX8",0
"CBX5",0
"CBX4",0
"CBX3",0
"NLRP1",0
"NLRP3",0
"PSEN2",0
"PSEN1",0
"BTLA",0
"RAB13",0
"SRP72",0
"PPP1R12A",0
"PPP1R12B",0
"RQCD1",0
"RAB1A",0
"NAGLU",0
"ACADSB",0
"IGF2BP3",0
"IGF2BP2",0
"ZFP36",0
"ZFP37",0
"AATF",0
"ERCC8",0
"ERCC1",0
"ERCC2",0
"ERCC3",0
"ERCC4",0
"ERCC5",0
"ERCC6",0
"CD244",0
"MRPS16",0
"MRPS15",0
"CD247",0
"MRPS12",0
"MRPS11",0
"MRPS10",0
"PFKP",0
"PFKM",0
"PFKL",0
"TNNI2",0
"TNNI3",0
"FAM125A",0
"FAM125B",0
"KCND1",0
"MFSD8",0
"KCND3",0
"SNURF",0
"LSM4",0
"LSM5",0
"LSM6",0
"LSM7",0
"WARS",0
"LSM2",0
"CACYBP",0
"SEH1L",0
"CACNG8",0
"SSR1",0
"SSR2",0
"SSR3",0
"SSR4",0
"CASP8AP2",0
"FZD9",0
"UBA7",0
"RANBP10",0
"BHLHE40",0
"BHLHE41",0
"MAGI3",0
"MAGI2",0
"ZNF337",0
"GNPDA1",0
"MAP4K2",0
"SLC25A20",0
"SMUG1",0
"UBE2O",0
"KLRC1",0
"VPS36",0
"BST1",0
"COPB1",0
"COPB2",0
"KDM4C",0
"CARM1",0
"B9D2",0
"KLRC3",0
"PGK2",0
"TNIK",0
"SERPING1",0
"PSTPIP1",0
"DOCK10",0
"POFUT1",0
"SEC23A",0
"ICAM4",0
"ICAM2",0
"ICAM1",0
"DPM3",0
"DPM2",0
"CTDSP2",0
"MARCKSL1",0
"CYP27B1",0
"EBNA1BP2",0
"VIPR1",0
"SGK1",0
"ARPC5L",0
"ZNF619",0
"MAP4K3",0
"MAP4K5",0
"MAP4K4",0
"CYCS",0
"KIT",0
"GPD1",0
"GPD2",0
"NEFM",0
"NEFH",0
"GAN",0
"GAK",0
"NRG1",0
"NRG2",0
"NRG4",0
"GAA",0
"SUV39H1",0
"ATP1B2",0
"SUV39H2",0
"C17orf48",0
"NUMB",0
"ATP1B1",0
"CYC1",0
"PSAT1",0
"TFCP2",0
"CKAP5",0
"BCL2L1",1
"BCL2L2",0
"UGP2",0
"ITSN1",0
"NDST1",0
"NDST2",0
"KMO",0
"KHK",0
"SH2D1A",0
"SCAMP2",0
"NEGR1",0
"RPS16",0
"TDP1",0
"ZNF445",0
"ZNF446",0
"ZNF440",0
"ZNF441",0
"ZNF442",0
"ZNF443",0
"EPT1",0
"MEFV",0
"GFRA2",0
"DHDH",0
"RPS2",0
"PSENEN",0
"AP4S1",0
"FAM175A",0
"THBS4",0
"THBS2",0
"THBS3",0
"THBS1",0
"PVRL1",0
"PVRL3",0
"PVRL2",0
"OSM",0
"CD79A",0
"LNX1",0
"STAG2",0
"STAG3",0
"STAG1",0
"AP1G1",0
"ARG2",0
"BUD31",0
"EHD4",0
"EHD3",0
"EHD2",0
"EHD1",0
"ABL1",0
"ABL2",0
"TMED2",0
"GRAP",0
"SNRPF",0
"HNRNPR",0
"SLC6A19",0
"HNRNPK",0
"HNRNPL",0
"HNRNPM",0
"HNRNPC",0
"HNRNPD",0
"RPL27A",0
"HNRNPF",0
"SYDE2",0
"SYDE1",0
"GLUD2",0
"GLUD1",0
"ISG20",0
"HSP90AA1",0
"CD55",0
"CD58",0
"CD59",0
"SCP2",0
"SRP54",0
"RAB31",0
"NEDD4L",0
"RAB38",0
"DOK2",0
"DOK1",0
"DOK6",0
"DOK4",0
"MCEE",0
"CLASP1",0
"PDIA6",0
"PDIA5",0
"PDIA4",0
"PDIA3",0
"RAB3A",0
"ALOX15B",0
"CD160",0
"AARS",0
"PDCD6IP",0
"WNT16",0
"WNT11",0
"HSPA2",0
"CEL",0
"HSPA6",0
"HIST1H4E",0
"HSPA4",0
"HIST1H4I",0
"HSPA8",0
"CD226",0
"PRKAG1",0
"STK24",0
"NET1",0
"PPP2R2A",0
"MUC6",0
"CRB3",0
"MUC4",0
"GK",0
"JUB",0
"CKMT2",0
"PHKG1",0
"CTBP1",0
"NTHL1",0
"TSG101",0
"HACL1",0
"GTF3C3",0
"GTF3C2",0
"GTF3C5",0
"GTF3C4",0
"IQSEC1",0
"IQSEC3",0
"IQSEC2",0
"XPO1",0
"TTK",0
"TTN",0
"FAM123B",0
"EPS15L1",0
"GART",0
"ZEB1",0
"GARS",0
"IBTK",0
"TOP1",0
"TCIRG1",0
"FRAT1",0
"FRAT2",0
"GIT1",0
"SIGIRR",0
"GBA",0
"CD40LG",0
"SESN1",0
"SESN2",0
"GHRL",0
"MIOX",0
"PELI1",0
"VARS",0
"PELI3",0
"PELI2",0
"SPARC",0
"PRIM1",0
"ENOPH1",0
"SRPK1",0
"ADARB1",0
"CXXC1",0
"NFX1",0
"EEA1",0
"OPHN1",0
"ALDH1A1",0
"SLIT1",0
"DTYMK",0
"UXS1",0
"NOLC1",0
"FXN",0
"RPL28",0
"SNW1",0
"RPL24",0
"MLF1IP",0
"TRIM11",0
"RPN1",0
"RPN2",0
"TAC3",0
"AHCTF1",0
"EFNB1",0
"CYP4F2",0
"CYP4F3",0
"HDAC4",0
"ASB2",0
"ASB1",0
"ASB6",0
"PI4KA",0
"ASB8",0
"ASB9",0
"RGS7",0
"HDAC8",0
"SLC47A1",0
"SLC16A10",0
"EEF1B2",0
"ATG5",0
"CHP",0
"PDE8A",0
"PDE8B",0
"DBI",0
"DBH",0
"MANBA",0
"CUBN",0
"DBP",0
"UQCRFS1",0
"TAF5L",0
"DBT",0
"FANCD2",0
"PGAM1",0
"MED1",0
"MED7",0
"MED4",0
"PINK1",0
"MED8",0
"MED9",0
"ZNF600",0
"ZNF606",0
"ZNF607",0
"ZNF605",0
"TREX1",0
"MXD1",0
"AKR1C3",0
"TCF7",0
"TCF3",0
"GCK",0
"PROZ",0
"PPP5C",0
"SLC22A15",0
"PROC",0
"BTK",0
"RASGRP2",0
"MMP15",0
"AMPD3",0
"AMPD2",0
"RASGRP1",0
"RPS6KB1",0
"SNRPA1",0
"PRPF40A",0
"RPS6KB2",0
"CHPT1",0
"TBPL1",0
"HPD",0
"UBE2D4",0
"GPCPD1",0
"DPAGT1",0
"RPS4X",0
"BUD13",0
"DLST",0
"ISY1",0
"F2RL3",0
"F2RL2",0
"F2RL1",0
"XAB2",0
"ST6GAL1",0
"PRDX5",0
"PCBD1",0
"PRDX3",0
"PRDX1",0
"AP3S2",0
"AP3S1",0
"AXIN2",0
"AXIN1",0
"MMRN1",0
"CAMP",0
"HSCB",0
"DNAI2",0
"MED23",0
"VASP",0
"PAPOLG",0
"PAPOLA",0
"PAPOLB",0
"CD38",0
"IFI27",0
"CD33",0
"CD34",0
"CD36",0
"CD37",0
"POLR3F",0
"POLR3G",0
"POLR3D",0
"POLR3E",0
"POLR3B",0
"POLR3C",0
"POLR3A",0
"TXNDC5",0
"POLR3K",0
"POLR3H",0
"DNMT1",0
"PSD3",0
"PSD2",0
"PSD4",0
"WDR61",0
"COBRA1",0
"SLC25A3",0
"SLC25A1",0
"PRMT1",0
"SLC25A5",0
"SLC25A4",0
"HMGCR",0
"KIF5A",0
"KIF5B",0
"MASP2",0
"CD3D",0
"CD3E",0
"CD3G",0
"ACADS",0
"HSPG2",0
"KAT2B",0
"KAT2A",0
"IFNGR1",0
"IFNGR2",0
"ACADM",0
"CD207",0
"ADAMTS2",0
"PPARGC1A",1
"PPARGC1B",0
"NFE2",0
"MADCAM1",0
"MAFG",0
"UMPS",0
"SMAP1",0
"CDK11A",0
"CDK11B",0
"KCNK10",0
"ACAD8",0
"CYP2E1",0
"RBCK1",0
"NEU3",0
"RPS7",0
"RPS6",0
"RPS5",0
"PLCE1",0
"ADAMTS14",0
"VDAC3",0
"VDAC2",0
"VDAC1",0
"RPS9",0
"RPS8",0
"DEF6",0
"DHX58",0
